id,year,month,date,lease_commence_date,remaining_lease,remaining_lease_months
568,2017,1,2017-01,1984,66 years 11 months,792
569,2017,1,2017-01,1985,67 years 01 month,804
570,2017,1,2017-01,2001,83 years 03 months,996
571,2017,1,2017-01,2008,90 years 08 months,1080
572,2017,1,2017-01,2002,84 years 11 months,1008
573,2017,1,2017-01,1997,79 years 07 months,948
574,2017,1,2017-01,2002,84 years 09 months,1008
575,2017,1,2017-01,2000,82 years 08 months,984
576,2017,1,2017-01,2000,82 years 11 months,984
577,2017,1,2017-01,2002,84 years 03 months,1008
578,2017,1,2017-01,1995,77 years 05 months,924
579,2017,1,2017-01,1998,80 years 06 months,960
580,2017,1,2017-01,2002,84 years 09 months,1008
581,2017,1,2017-01,2000,82 years 06 months,984
582,2017,1,2017-01,2001,83 years 03 months,996
583,2017,1,2017-01,2000,82 years 06 months,984
584,2017,1,2017-01,2000,82 years 07 months,984
585,2017,1,2017-01,2001,83 years 01 month,996
586,2017,1,2017-01,2000,82 years 06 months,984
587,2017,1,2017-01,2000,82 years 06 months,984
588,2017,1,2017-01,1984,66 years 08 months,792
589,2017,1,2017-01,2000,82 years 06 months,984
590,2017,1,2017-01,2006,88 years 04 months,1056
591,2017,1,2017-01,2010,92 years 03 months,1104
592,2017,1,2017-01,2010,92 years 03 months,1104
593,2017,1,2017-01,1988,70 years 09 months,840
594,2017,1,2017-01,2003,85 years 10 months,1020
595,2017,1,2017-01,1988,70 years 07 months,840
596,2017,1,2017-01,2001,83 years 11 months,996
597,2017,1,2017-01,2003,85 years 10 months,1020
598,2017,1,2017-01,1990,72 years 02 months,864
599,2017,1,2017-01,1993,75 years 05 months,900
600,2017,1,2017-01,1993,75 years 05 months,900
601,2017,1,2017-01,2002,84 years 11 months,1008
602,2017,1,2017-01,2008,90 years 05 months,1080
603,2017,1,2017-01,1976,58 years 10 months,696
604,2017,1,2017-01,1984,66 years 07 months,792
605,2017,1,2017-01,2008,90 years 07 months,1080
606,2017,1,2017-01,2008,90 years 06 months,1080
607,2017,1,2017-01,2001,83 years 03 months,996
608,2017,1,2017-01,2001,83 years 05 months,996
609,2017,1,2017-01,1993,75 years 05 months,900
610,2017,1,2017-01,2002,84 years 02 months,1008
611,2017,1,2017-01,2001,83 years 04 months,996
612,2017,1,2017-01,2002,84 years 10 months,1008
613,2017,1,2017-01,2001,83 years 03 months,996
614,2017,1,2017-01,2001,83 years 05 months,996
615,2017,1,2017-01,2001,83 years 01 month,996
616,2017,1,2017-01,2000,82 years 09 months,984
617,2017,1,2017-01,2000,82 years 05 months,984
618,2017,1,2017-01,2001,83 years 11 months,996
619,2017,1,2017-01,1989,71 years 01 month,852
620,2017,1,2017-01,1991,73 years,876
621,2017,1,2017-01,2002,84 years 06 months,1008
622,2017,1,2017-01,1985,67 years 06 months,804
623,2017,1,2017-01,2000,82 years 07 months,984
624,2017,1,2017-01,2001,83 years 07 months,996
625,2017,1,2017-01,2001,83 years 04 months,996
626,2017,1,2017-01,2000,82 years 03 months,984
627,2017,1,2017-01,2000,82 years 09 months,984
628,2017,1,2017-01,2000,82 years 03 months,984
629,2017,1,2017-01,2000,82 years 03 months,984
630,2017,1,2017-01,1970,52 years 05 months,624
631,2017,1,2017-01,1970,52 years 05 months,624
632,2017,1,2017-01,1973,55 years 06 months,660
633,2017,1,2017-01,1976,58 years 04 months,696
634,2017,1,2017-01,1974,56 years 08 months,672
635,2017,1,2017-01,1976,58 years 04 months,696
636,2017,1,2017-01,1979,61 years 05 months,732
637,2017,1,2017-01,1974,56 years 06 months,672
638,2017,1,2017-01,1972,54 years,648
639,2017,1,2017-01,1969,51 years,612
640,2017,1,2017-01,1981,63 years 05 months,756
641,2017,1,2017-01,1974,56 years,672
642,2017,1,2017-01,1979,61 years,732
643,2017,1,2017-01,1986,68 years 01 month,816
644,2017,1,2017-01,1982,64 years 10 months,768
645,2017,1,2017-01,1979,61 years 05 months,732
646,2017,1,2017-01,1975,57 years 01 month,684
647,2017,1,2017-01,1979,61 years 06 months,732
648,2017,1,2017-01,1983,65 years 04 months,780
649,2017,1,2017-01,1984,66 years 11 months,792
650,2017,1,2017-01,2004,86 years 05 months,1032
651,2017,1,2017-01,2012,94 years 04 months,1128
652,2017,1,2017-01,1974,56 years,672
653,2017,1,2017-01,1987,69 years 03 months,828
654,2017,1,2017-01,2004,86 years 06 months,1032
655,2017,1,2017-01,2012,94 years 04 months,1128
656,2017,1,2017-01,2006,88 years 07 months,1056
657,2017,1,2017-01,2012,94 years 04 months,1128
658,2017,1,2017-01,2004,86 years 10 months,1032
659,2017,1,2017-01,1984,67 years,804
660,2017,1,2017-01,1976,58 years 06 months,696
661,2017,1,2017-01,1974,56 years 06 months,672
662,2017,1,2017-01,1998,80 years 11 months,960
663,2017,1,2017-01,2004,86 years 10 months,1032
664,2017,1,2017-01,2011,93 years 11 months,1116
665,2017,1,2017-01,2011,93 years,1116
666,2017,1,2017-01,1984,66 years 07 months,792
667,2017,1,2017-01,1976,58 years 02 months,696
668,2017,1,2017-01,1975,57 years 04 months,684
669,2017,1,2017-01,1975,57 years,684
670,2017,1,2017-01,1976,58 years,696
671,2017,1,2017-01,1981,63 years 06 months,756
672,2017,1,2017-01,1996,78 years 10 months,936
673,2017,1,2017-01,1996,78 years 10 months,936
674,2017,1,2017-01,1996,78 years 08 months,936
675,2017,1,2017-01,1990,72 years 08 months,864
676,2017,1,2017-01,1995,77 years 08 months,924
677,2017,1,2017-01,1996,78 years 08 months,936
678,2017,1,2017-01,1989,71 years 06 months,852
679,2017,1,2017-01,1989,71 years 03 months,852
680,2017,1,2017-01,1996,78 years 07 months,936
681,2017,1,2017-01,1989,71 years 11 months,852
682,2017,1,2017-01,1989,71 years 03 months,852
683,2017,1,2017-01,1989,71 years 02 months,852
684,2017,1,2017-01,1993,75 years 07 months,900
685,2017,1,2017-01,1992,74 years 11 months,888
686,2017,1,2017-01,1993,75 years 07 months,900
687,2017,1,2017-01,1995,77 years 09 months,924
688,2017,1,2017-01,1996,78 years,936
689,2017,1,2017-01,1989,71 years 11 months,852
690,2017,1,2017-01,1993,75 years 11 months,900
691,2017,1,2017-01,1993,75 years 08 months,900
692,2017,1,2017-01,1992,74 years 11 months,888
693,2017,1,2017-01,1990,72 years 08 months,864
694,2017,1,2017-01,1993,75 years 06 months,900
695,2017,1,2017-01,1996,78 years 06 months,936
696,2017,1,2017-01,1996,78 years 10 months,936
697,2017,1,2017-01,1993,75 years 11 months,900
698,2017,1,2017-01,1993,75 years 11 months,900
699,2017,1,2017-01,1995,77 years 04 months,924
700,2017,1,2017-01,1993,75 years 08 months,900
701,2017,1,2017-01,1992,74 years 11 months,888
702,2017,1,2017-01,1993,75 years 11 months,900
703,2017,1,2017-01,1989,71 years 05 months,852
704,2017,1,2017-01,1993,75 years 07 months,900
705,2017,1,2017-01,1989,71 years,852
706,2017,1,2017-01,1993,75 years 06 months,900
707,2017,1,2017-01,1988,70 years 08 months,840
708,2017,1,2017-01,1992,74 years 11 months,888
709,2017,1,2017-01,2004,86 years 10 months,1032
710,2017,1,2017-01,2003,85 years 10 months,1020
711,2017,1,2017-01,2003,85 years 07 months,1020
712,2017,1,2017-01,2003,85 years 01 month,1020
713,2017,1,2017-01,2012,95 years,1140
714,2017,1,2017-01,2007,89 years 07 months,1068
715,2017,1,2017-01,2009,91 years 02 months,1092
716,2017,1,2017-01,2013,95 years,1140
717,2017,1,2017-01,2007,89 years 07 months,1068
718,2017,1,2017-01,2012,94 years 11 months,1128
719,2017,1,2017-01,2012,94 years 11 months,1128
720,2017,1,2017-01,2003,85 years 11 months,1020
721,2017,1,2017-01,2012,94 years 06 months,1128
722,2017,1,2017-01,2012,94 years 11 months,1128
723,2017,1,2017-01,2013,95 years,1140
724,2017,1,2017-01,2012,94 years 06 months,1128
725,2017,1,2017-01,2012,94 years 11 months,1128
726,2017,1,2017-01,2012,94 years 07 months,1128
727,2017,1,2017-01,2013,95 years 01 month,1140
728,2017,1,2017-01,2012,94 years 06 months,1128
729,2017,1,2017-01,2013,95 years,1140
730,2017,1,2017-01,2013,95 years 02 months,1140
731,2017,1,2017-01,2013,95 years 02 months,1140
732,2017,1,2017-01,2013,95 years 02 months,1140
733,2017,1,2017-01,2013,95 years,1140
734,2017,1,2017-01,2013,95 years 06 months,1140
735,2017,1,2017-01,2013,95 years,1140
736,2017,1,2017-01,2011,93 years 02 months,1116
737,2017,1,2017-01,2012,94 years 11 months,1128
738,2017,1,2017-01,2012,94 years 07 months,1128
739,2017,1,2017-01,2004,86 years 03 months,1032
740,2017,1,2017-01,2004,86 years 10 months,1032
741,2017,1,2017-01,2005,87 years,1044
742,2017,1,2017-01,2003,85 years 06 months,1020
743,2017,1,2017-01,2004,86 years 04 months,1032
744,2017,1,2017-01,2003,85 years 04 months,1020
745,2017,1,2017-01,2003,85 years 03 months,1020
746,2017,1,2017-01,2002,84 years 10 months,1008
747,2017,1,2017-01,2003,85 years 04 months,1020
748,2017,1,2017-01,2003,85 years 04 months,1020
749,2017,1,2017-01,2003,85 years 04 months,1020
750,2017,1,2017-01,2003,85 years 04 months,1020
751,2017,1,2017-01,2004,86 years 05 months,1032
752,2017,1,2017-01,2004,86 years 02 months,1032
753,2017,1,2017-01,2004,86 years 04 months,1032
754,2017,1,2017-01,2004,86 years 04 months,1032
755,2017,1,2017-01,2013,95 years 08 months,1140
756,2017,1,2017-01,2003,85 years 10 months,1020
757,2017,1,2017-01,2013,95 years 08 months,1140
758,2017,1,2017-01,2003,85 years 09 months,1020
759,2017,1,2017-01,2013,95 years 08 months,1140
760,2017,1,2017-01,2013,95 years 01 month,1140
761,2017,1,2017-01,2013,95 years 06 months,1140
762,2017,1,2017-01,2013,95 years,1140
763,2017,1,2017-01,2013,95 years,1140
764,2017,1,2017-01,2013,95 years,1140
765,2017,1,2017-01,2004,86 years 02 months,1032
766,2017,1,2017-01,1967,49 years,588
767,2017,1,2017-01,1970,52 years 06 months,624
768,2017,1,2017-01,1970,52 years,624
769,2017,1,2017-01,1967,49 years,588
770,2017,1,2017-01,1970,52 years 06 months,624
771,2017,1,2017-01,1969,51 years,612
772,2017,1,2017-01,1967,49 years,588
773,2017,1,2017-01,1969,51 years,612
774,2017,1,2017-01,1967,49 years,588
775,2017,1,2017-01,1967,49 years 01 month,588
776,2017,1,2017-01,1976,58 years 06 months,696
777,2017,1,2017-01,1975,57 years 06 months,684
778,2017,1,2017-01,1970,52 years 06 months,624
779,2017,1,2017-01,1976,58 years 07 months,696
780,2017,1,2017-01,1976,58 years 06 months,696
781,2017,1,2017-01,1974,56 years 05 months,672
782,2017,1,2017-01,1967,49 years,588
783,2017,1,2017-01,1974,56 years 04 months,672
784,2017,1,2017-01,2000,82 years 09 months,984
785,2017,1,2017-01,1975,57 years,684
786,2017,1,2017-01,1974,56 years 06 months,672
787,2017,1,2017-01,2013,95 years 03 months,1140
788,2017,1,2017-01,2006,88 years 11 months,1056
789,2017,1,2017-01,1996,78 years 08 months,936
790,2017,1,2017-01,1977,59 years,708
791,2017,1,2017-01,1975,57 years,684
792,2017,1,2017-01,2003,85 years 08 months,1020
793,2017,1,2017-01,2006,88 years 11 months,1056
794,2017,1,2017-01,2000,82 years 06 months,984
795,2017,1,2017-01,1999,81 years 04 months,972
796,2017,1,2017-01,1999,81 years 09 months,972
797,2017,1,2017-01,2001,83 years 05 months,996
798,2017,1,2017-01,2010,92 years 07 months,1104
799,2017,1,2017-01,2001,83 years 06 months,996
800,2017,1,2017-01,2001,83 years 02 months,996
801,2017,1,2017-01,2001,83 years 05 months,996
802,2017,1,2017-01,2001,83 years 05 months,996
803,2017,1,2017-01,1999,81 years 04 months,972
804,2017,1,2017-01,2001,83 years 02 months,996
805,2017,1,2017-01,1999,81 years 06 months,972
806,2017,1,2017-01,1999,81 years 11 months,972
807,2017,1,2017-01,2001,83 years 05 months,996
808,2017,1,2017-01,2002,84 years,1008
809,2017,1,2017-01,1998,80 years 10 months,960
810,2017,1,2017-01,2001,83 years 09 months,996
811,2017,1,2017-01,2002,84 years 11 months,1008
812,2017,1,2017-01,2001,83 years 09 months,996
813,2017,1,2017-01,1998,80 years 11 months,960
814,2017,1,2017-01,2002,84 years 10 months,1008
815,2017,1,2017-01,1999,81 years 06 months,972
816,2017,1,2017-01,1999,81 years 06 months,972
817,2017,1,2017-01,2012,94 years 02 months,1128
818,2017,1,2017-01,2012,94 years 01 month,1128
819,2017,1,2017-01,2012,94 years 10 months,1128
820,2017,1,2017-01,2012,94 years 10 months,1128
821,2017,1,2017-01,2013,95 years 01 month,1140
822,2017,1,2017-01,2013,95 years 02 months,1140
823,2017,1,2017-01,2002,84 years 02 months,1008
824,2017,1,2017-01,1999,81 years 06 months,972
825,2017,1,2017-01,2000,82 years 11 months,984
826,2017,1,2017-01,2003,85 years 05 months,1020
827,2017,1,2017-01,2003,85 years 02 months,1020
828,2017,1,2017-01,2003,85 years 05 months,1020
829,2017,1,2017-01,1999,81 years 05 months,972
830,2017,1,2017-01,2003,85 years 08 months,1020
831,2017,1,2017-01,2003,85 years 05 months,1020
832,2017,1,2017-01,2003,85 years 05 months,1020
833,2017,1,2017-01,1999,81 years 03 months,972
834,2017,1,2017-01,1999,81 years 01 month,972
835,2017,1,2017-01,2000,82 years 07 months,984
836,2017,1,2017-01,2004,86 years 03 months,1032
837,2017,1,2017-01,2001,83 years 08 months,996
838,2017,1,2017-01,1999,81 years 05 months,972
839,2017,1,2017-01,2000,82 years 11 months,984
840,2017,1,2017-01,1999,81 years 05 months,972
841,2017,1,2017-01,2002,84 years 02 months,1008
842,2017,1,2017-01,2001,83 years 06 months,996
843,2017,1,2017-01,2013,95 years 01 month,1140
844,2017,1,2017-01,2013,95 years 10 months,1140
845,2017,1,2017-01,1999,81 years 05 months,972
846,2017,1,2017-01,2001,83 years 07 months,996
847,2017,1,2017-01,2011,93 years 10 months,1116
848,2017,1,2017-01,1999,81 years,972
849,2017,1,2017-01,1999,81 years 10 months,972
850,2017,1,2017-01,2013,95 years 05 months,1140
851,2017,1,2017-01,2013,95 years 02 months,1140
852,2017,1,2017-01,2012,94 years 10 months,1128
853,2017,1,2017-01,2012,94 years 01 month,1128
854,2017,1,2017-01,2006,88 years 01 month,1056
855,2017,1,2017-01,2012,94 years 10 months,1128
856,2017,1,2017-01,2013,95 years 01 month,1140
857,2017,1,2017-01,2013,95 years 01 month,1140
858,2017,1,2017-01,2012,94 years 09 months,1128
859,2017,1,2017-01,2010,92 years 02 months,1104
860,2017,1,2017-01,2012,94 years 10 months,1128
861,2017,1,2017-01,2012,94 years 09 months,1128
862,2017,1,2017-01,2012,94 years 09 months,1128
863,2017,1,2017-01,2013,95 years 01 month,1140
864,2017,1,2017-01,2013,95 years 01 month,1140
865,2017,1,2017-01,2013,95 years 01 month,1140
866,2017,1,2017-01,2008,90 years 04 months,1080
867,2017,1,2017-01,2009,91 years 11 months,1092
868,2017,1,2017-01,2009,91 years 11 months,1092
869,2017,1,2017-01,2010,92 years 04 months,1104
870,2017,1,2017-01,2009,91 years 07 months,1092
871,2017,1,2017-01,2009,91 years 07 months,1092
872,2017,1,2017-01,2001,83 years 03 months,996
873,2017,1,2017-01,2002,84 years 08 months,1008
874,2017,1,2017-01,2000,82 years 05 months,984
875,2017,1,2017-01,2002,84 years 01 month,1008
876,2017,1,2017-01,2002,84 years 08 months,1008
877,2017,1,2017-01,2000,82 years 08 months,984
878,2017,1,2017-01,1999,81 years 05 months,972
879,2017,1,2017-01,2002,84 years 01 month,1008
880,2017,1,2017-01,2000,82 years 08 months,984
881,2017,1,2017-01,2001,83 years 06 months,996
882,2017,1,2017-01,2002,84 years,1008
883,2017,1,2017-01,2001,83 years 07 months,996
884,2017,1,2017-01,2001,83 years 07 months,996
885,2017,1,2017-01,2001,83 years 11 months,996
886,2017,1,2017-01,2004,86 years 11 months,1032
887,2017,1,2017-01,1998,80 years 10 months,960
888,2017,1,2017-01,1998,80 years 10 months,960
889,2017,1,2017-01,2002,84 years 05 months,1008
890,2017,1,2017-01,2013,95 years 05 months,1140
891,2017,1,2017-01,2001,83 years 10 months,996
892,2017,1,2017-01,2001,83 years,996
893,2017,1,2017-01,2001,83 years 02 months,996
894,2017,1,2017-01,2001,83 years 07 months,996
895,2017,1,2017-01,2000,82 years 06 months,984
896,2017,1,2017-01,2001,83 years 02 months,996
897,2017,1,2017-01,2001,83 years 03 months,996
898,2017,1,2017-01,1985,67 years 04 months,804
899,2017,1,2017-01,1978,60 years 04 months,720
900,2017,1,2017-01,1984,66 years 11 months,792
901,2017,1,2017-01,1978,60 years 04 months,720
902,2017,1,2017-01,1985,67 years 03 months,804
903,2017,1,2017-01,1984,66 years 11 months,792
904,2017,1,2017-01,1983,65 years 05 months,780
905,2017,1,2017-01,1985,67 years 02 months,804
906,2017,1,2017-01,1987,69 years 06 months,828
907,2017,1,2017-01,1985,67 years 05 months,804
908,2017,1,2017-01,1985,67 years 08 months,804
909,2017,1,2017-01,1985,67 years 09 months,804
910,2017,1,2017-01,1989,71 years 01 month,852
911,2017,1,2017-01,1989,71 years 02 months,852
912,2017,1,2017-01,1989,71 years 10 months,852
913,2017,1,2017-01,1989,71 years 02 months,852
914,2017,1,2017-01,1992,74 years 10 months,888
915,2017,1,2017-01,1992,74 years 10 months,888
916,2017,1,2017-01,1992,74 years 10 months,888
917,2017,1,2017-01,1992,74 years 10 months,888
918,2017,1,2017-01,2012,94 years 02 months,1128
919,2017,1,2017-01,1985,67 years 09 months,804
920,2017,1,2017-01,1984,66 years 05 months,792
921,2017,1,2017-01,1985,67 years 08 months,804
922,2017,1,2017-01,1987,69 years 06 months,828
923,2017,1,2017-01,1985,67 years 11 months,804
924,2017,1,2017-01,1987,69 years 04 months,828
925,2017,1,2017-01,1982,65 years,780
926,2017,1,2017-01,1985,67 years 06 months,804
927,2017,1,2017-01,1984,66 years 06 months,792
928,2017,1,2017-01,1987,69 years 04 months,828
929,2017,1,2017-01,1987,69 years 05 months,828
930,2017,1,2017-01,1983,65 years 10 months,780
931,2017,1,2017-01,1984,66 years 08 months,792
932,2017,1,2017-01,1987,69 years 11 months,828
933,2017,1,2017-01,1984,66 years 02 months,792
934,2017,1,2017-01,1985,67 years 11 months,804
935,2017,1,2017-01,1987,69 years 09 months,828
936,2017,1,2017-01,1984,66 years 07 months,792
937,2017,1,2017-01,1984,66 years 09 months,792
938,2017,1,2017-01,1985,67 years 11 months,804
939,2017,1,2017-01,2012,94 years 02 months,1128
940,2017,1,2017-01,1988,70 years 01 month,840
941,2017,1,2017-01,1997,79 years 02 months,948
942,2017,1,2017-01,1989,71 years 05 months,852
943,2017,1,2017-01,1997,79 years 02 months,948
944,2017,1,2017-01,1984,66 years 11 months,792
945,2017,1,2017-01,1989,71 years 10 months,852
946,2017,1,2017-01,1993,75 years 08 months,900
947,2017,1,2017-01,1989,71 years 06 months,852
948,2017,1,2017-01,1984,66 years 07 months,792
949,2017,1,2017-01,1985,67 years 05 months,804
950,2017,1,2017-01,1985,67 years 01 month,804
951,2017,1,2017-01,1985,67 years 11 months,804
952,2017,1,2017-01,1985,67 years 02 months,804
953,2017,1,2017-01,1993,75 years 08 months,900
954,2017,1,2017-01,1982,64 years 09 months,768
955,2017,1,2017-01,1986,68 years 03 months,816
956,2017,1,2017-01,1997,79 years 05 months,948
957,2017,1,2017-01,1997,79 years 03 months,948
958,2017,1,2017-01,1985,68 years,816
959,2017,1,2017-01,1997,79 years 03 months,948
960,2017,1,2017-01,1984,66 years 02 months,792
961,2017,1,2017-01,1985,67 years 11 months,804
962,2017,1,2017-01,1996,78 years 05 months,936
963,2017,1,2017-01,1996,78 years 05 months,936
964,2017,1,2017-01,1997,79 years 05 months,948
965,2017,1,2017-01,1997,79 years 07 months,948
966,2017,1,2017-01,1997,79 years 07 months,948
967,2017,1,2017-01,1988,70 years 10 months,840
968,2017,1,2017-01,1997,79 years 05 months,948
969,2017,1,2017-01,1988,70 years 09 months,840
970,2017,1,2017-01,1997,79 years,948
971,2017,1,2017-01,1984,66 years 07 months,792
972,2017,1,2017-01,1993,75 years 08 months,900
973,2017,1,2017-01,1993,75 years 06 months,900
974,2017,1,2017-01,1997,79 years 11 months,948
975,2017,1,2017-01,1985,67 years 04 months,804
976,2017,1,2017-01,1997,79 years 03 months,948
977,2017,1,2017-01,1993,75 years 06 months,900
978,2017,1,2017-01,1993,75 years 06 months,900
979,2017,1,2017-01,1985,67 years 02 months,804
980,2017,1,2017-01,1997,79 years 06 months,948
981,2017,1,2017-01,1997,80 years,960
